Year,Month,Date,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob
2004,4,16,12,72.5,11.8,8,18.6,7.1,30.5,37.6,269.88,615.4,0,0,20.3,5784,,
2004,4,17,0,140.5,0.1,-9.6,23.2,10.9,34.7,45.6,299.3,934.52,-170.2,754.5,35.7,5850,,
2004,4,17,12,358,2.4,-9.4,40.7,21.3,32.7,54,299.23,933.31,-106,4134.2,42.2,5775,,
2004,4,18,0,136,2.5,-3.2,28,16.7,28.7,45.4,286.24,810.38,-317.3,459.9,26.5,5673,,
2004,4,18,12,209.6,-1.4,-13.1,31.5,15.9,36.1,52,299.14,947.68,-0.1,8,33.3,5764,,
2004,4,19,0,148.9,0.1,-8.3,29.6,16.5,30.9,47.4,297.89,987.63,-81.9,2729.7,34.6,5741,,
2004,4,19,12,205.4,-0.3,-8.3,33.7,19.3,26.1,45.4,297.07,906.3,-69.4,1652.2,46,5736,,
2004,4,20,0,304.3,11,3.1,34.5,17.7,20.5,38.2,296.51,990.22,-79.6,141.2,51.1,5757,,
2004,4,20,12,229,11.9,3.1,27.3,15.3,17.3,32.6,294.79,923.81,-8,310.9,32.3,5757,,
2004,4,21,0,23.3,3,-6,6.8,4,21.9,25.9,298.52,992.63,-0.5,2682.6,33.6,5734,,
2004,4,21,12,283.2,10.6,1.9,28.8,15.4,17,32.4,296.76,903,-113,2.8,61,5855,,
2004,4,22,0,145.7,7.1,1.6,31.5,16.5,29.1,45.6,292.13,951.1,-457.1,3.8,42,5775,,
2004,4,22,12,186.2,-0.2,-7.1,29.6,18.5,27.7,46.2,294.52,875.32,-155,2029.5,38.4,5746,,
2004,4,23,0,96.5,0.8,-7.1,20.4,11.9,25.3,37.2,297.3,969.41,-12.8,2749.7,34.8,5708,,
2004,4,23,12,288.5,-5.3,-13.2,36.3,24.7,28.5,53.2,296.94,919.54,-32.2,4939.1,48,5721,,
2004,4,24,0,172.9,3.6,-3.2,29.1,16.9,24.7,41.6,294.2,947.74,-24.4,5.7,36.4,5728,,
2004,4,24,12,269.5,0.8,-6.5,33.7,23.1,28.1,51.2,294.41,900.59,-155.4,2395.5,44.8,5782,,
2004,4,25,0,181,2.8,-5,17.4,19.5,28.9,48.4,296.28,985.18,-91,1617,37.1,5755,,
2004,4,25,12,207.4,-1.9,-8.7,29.6,21.3,28.9,50.2,294.15,893.75,-136.6,3598.1,40.1,5731,,
2004,4,26,0,141,2.7,-5.4,33.3,17.1,26.9,44,296.7,987.69,-36.4,1417.4,45.6,5744,,
2004,4,26,12,182.8,-0.5,-6.9,31,19.7,28.5,48.2,292.71,852.77,-307.8,2300.9,44.4,5770,,
2004,4,27,0,150.5,3.6,-2.6,26.4,18.7,26.7,45.4,293.37,945.05,-121.2,536.2,36.1,5735,,
2004,4,27,12,379.6,0.3,-6.7,43.5,27.3,27.3,54.6,293.97,875.63,-214.9,2645.5,55.6,5798,,
2004,4,28,0,232.5,2.6,-5.9,37.5,22.9,26.5,49.4,297.45,982.56,-39.3,2695.7,48.5,5763,,
2004,4,28,12,164.5,-0.7,-8.4,-13.4,17.9,24.5,42.4,295.54,885.94,-103.4,609.9,24.8,5788,,
2004,4,29,0,163,3,-5.4,24.4,17.7,25.7,43.4,297.94,997.57,-19.6,1580.9,39.8,5731,,
2004,4,29,12,241.3,12.1,3.5,26,11.8,17.2,29,296.97,974.78,-42.2,68.8,54.2,5835,,
2004,4,30,0,168.9,5.1,-1.3,28.5,18.1,27.3,45.4,293.9,964.55,-190.7,182.4,41.4,5747,,
2004,4,30,12,257,0,-8.4,35.9,22.7,27.3,50,296.75,892.56,-147.3,3577.8,49.7,5805,,
2004,5,1,0,203.5,-2.9,-11.2,32,19.7,33.1,52.8,297.96,979.56,-49.1,3767.7,40.6,5736,,
2004,5,1,12,457,-1.6,-9.3,43.9,28.1,29.5,57.6,295.09,859.42,-248.7,4099.5,59.7,5830,,
2004,5,2,0,240.7,2.3,-6.8,33.5,20.9,27.7,48.6,298.15,974.66,-54.8,1999.8,53.1,5800,,
2004,5,2,12,210.2,1.3,-6,29.9,17.1,22.9,40,294.8,843.03,-242.1,4111.5,41.7,5800,,
2004,5,3,0,267.9,5.9,-4.1,28.2,19.7,25.9,45.6,299.59,979.78,-87,2605,51.7,5842,,
2004,5,3,12,161.2,4.5,0.1,25,14.3,25.1,39.4,287.19,781.63,-850.5,96.1,37.7,5806,,
2004,5,4,0,141.9,5,-2.5,25.8,14.7,28.1,42.8,295.17,947.53,-184.6,56.2,32,5797,,
2004,5,4,12,145.3,-2,-9.2,23,15.9,29.1,45,294.84,847.24,-323.1,6027.3,34.6,5791,,
2004,5,5,0,364.1,6.2,-2.7,31,22.3,29.9,52.2,296.81,935.23,-355.5,1011.3,52.2,5890,,
2004,5,5,12,209.5,1.1,-6.5,21.8,16.1,29.3,45.4,295.09,859.42,-331.6,3032.2,39.5,5817,,
2004,5,6,0,162.4,2.9,-5.7,24,13.5,31.3,44.8,296.81,935.23,-263.9,1559.2,35.8,5836,,
2004,5,6,12,211,-0.2,-6,21,18.1,28.9,47,291.28,813.89,-507.5,1753.6,31.2,5784,,
2004,5,7,0,92.9,0.4,-8.5,29.9,13.7,31.9,45.6,297.65,955.55,-130.5,2162.1,41.5,5793,,
2004,5,7,12,188.2,2.4,-2.3,29.8,17.5,28.5,46,287.7,781.14,-836.7,178.8,39.1,5814,,
2004,5,8,0,78.9,1.8,-7.4,23.6,11.3,31.9,43.2,298.54,974.59,-128,1866.4,33.9,5796,,
2004,5,8,12,95.8,6.6,0,24.8,5.4,27.4,32.8,292,822.74,-651,223.1,43.6,5879,,
2004,5,9,0,146.4,5.5,-3.9,31.5,10.5,28.3,38.8,298.63,966.51,-161.4,2715.2,49.5,5837,,
2004,5,9,12,142.1,4.3,-2.8,29.9,9.7,28.1,37.8,293.76,847.92,-415.7,2825.3,48.9,5861,,
2004,5,10,0,205.2,3.7,-5.7,35.3,15.5,29.7,45.2,298.78,963.73,-127.8,3726.6,48.4,5831,,
2004,5,10,12,184.3,6.3,-3.7,30.5,13.3,29.1,42.4,293.98,831.94,-322,2988.8,40.3,5866,,
2004,5,11,0,407.9,2.6,-6.6,47.1,22.5,31.7,54.2,298.18,952.59,-179,1640.5,68,5862,,
2004,5,11,12,200.6,8,-1.2,32.7,14.7,28.7,43.4,292.59,843.09,-335.5,130.3,43.9,5848,,
2004,5,12,0,521.8,1.7,-13.3,52.3,25.1,32.7,57.8,304.71,945.23,-52.2,11534,74.9,5923,,
2004,5,12,12,171.8,2.8,-8.8,33.7,13.9,31.3,45.2,298.37,882.2,-146.7,3492.4,45.3,5844,,
2004,5,13,0,403.9,2.6,-11.2,42.7,20.9,33.3,54.2,302.42,935.57,-97.4,8622.9,60.4,5881,,
2004,5,13,12,345.4,0.6,-13,43.3,22.9,29.1,52,303.41,904.01,-40.1,12474.7,61.6,5851,,
2004,5,14,0,418.2,1.4,-13,48.9,22.1,33.5,55.6,303.69,942.85,-45.3,11064.8,65.2,5893,,
2004,5,14,12,292.2,6.1,-5.5,41.5,22.5,25.1,47.6,298.04,891.04,-52.8,3823.2,62,5843,,
2004,5,15,0,301.9,3.3,-9.9,44.3,21.3,29.5,50.8,301.41,933.15,-35.9,8855.5,58.9,5860,,
2004,5,15,12,217.6,8.2,-1.9,32.1,17.7,25.3,43,295.15,877.23,-157.3,1253.5,49.6,5819,,
2004,5,16,0,284.5,6,-4.6,42.9,21.1,26.5,47.6,300.94,977.01,-90.4,3449,71.8,5887,,
2004,5,16,12,165.9,8,0.3,20.6,15.1,22.9,38,289.92,837.54,-239.6,26,29.1,5787,,
2004,5,17,0,214.1,3.7,-6.1,30.7,17.3,26.3,43.6,299.76,977.13,-27.3,3058.6,47.2,5823,,
2004,5,17,12,230.7,7.9,-1.2,29.1,17.9,25.7,43.6,292.36,829.16,-289.6,1151.4,41.8,5843,,
2004,5,18,0,255.2,10,-1.5,36,17.8,24.4,42.2,297.16,902.47,-161.8,1997.9,59.2,5888,,
2004,5,18,12,227.8,8.6,-0.1,37.3,18.5,23.9,42.4,292.5,865.94,-159.2,4.6,40.8,5779,,
2004,5,19,0,221.7,7.8,-3.7,17.6,16.9,23.3,40.2,298.55,949.99,6.4,13.3,38.1,5777,Prob,
2004,5,19,12,340.7,3.1,-6.5,35.3,23.5,28.5,52,295.27,848.64,-188.3,2885.1,46,5733,,
2004,5,20,0,396,1,-10.5,34.8,21.9,36.1,58,298.53,945.34,-128.1,1961.6,40.6,5784,,
2004,5,21,0,242.9,4.1,-6.6,25.6,22.3,26.7,49,296.61,928.59,-61.8,1329.7,39.8,5800,,
2004,5,21,12,428.1,1.1,-11.2,30.8,24.1,31.3,55.4,300.32,904.59,-123,2574.1,47,5815,,
2004,5,22,0,432.2,4.2,-3.2,40.5,26.7,27.7,54.4,294.58,923.54,-256.6,496,61.8,5837,,
2004,5,22,12,560.4,-0.8,-14.2,41.5,29.1,31.7,60.8,302.2,920.35,-10.4,6867.2,55.6,5854,,
2004,5,23,0,399.8,4,-8,35.5,18.9,28.9,47.8,299.17,928.34,-50.1,1194.6,52.4,5803,,
2004,5,23,12,282.1,9.6,2.6,36.8,17,25.4,42.4,293.78,904.28,0,0,53.6,5844,,
2004,5,24,0,287.1,5.3,-1.8,39.9,23.5,25.9,49.4,295.14,969.71,-133.7,225.7,58.8,5755,,
2004,5,24,12,213.1,3.2,-4.5,36.5,18.5,28.7,47.2,295.46,903.55,-251.1,668.1,57,5820,,
2004,5,25,0,146,5.1,-1.8,29.3,13.7,22.7,36.4,295.14,969.71,-41.8,366.7,42.8,5724,,
2004,5,25,12,542.8,-3.4,-14.2,40.9,29.3,29.9,59.2,302.69,914.26,-88.7,2789.5,80.7,5846,,
2004,5,26,0,203.4,7.2,-0.5,34.1,18.3,28.1,46.4,295.57,972.31,-266.7,2000.4,46.4,5812,,
2004,5,26,12,251.8,2.7,-5.9,37.5,20.5,26.9,47.4,297.35,888.69,-213.8,2766.8,55.2,5822,,
2004,5,27,0,396.1,-5.2,-15,39.6,27.1,31.3,58.4,300.94,997.54,-8,2940.4,50.3,5692,,
2004,5,27,12,299.8,7.2,-1.7,40.6,21.4,23.2,44.6,297.26,906.2,-184.8,361.4,68,5862,,
2004,5,28,0,207.2,6.8,-0.8,30.3,18.5,26.5,45,295.1,944.63,-210.1,15.9,56.6,5805,,
2004,5,28,12,238.3,12.9,10,35.3,19.5,24.3,43.8,281.38,770.55,0,0,62.9,5820,,
2004,5,30,0,179.3,4.7,-5.1,36.3,15.9,29.7,45.6,298.88,958.15,-184.1,47.4,61.4,5881,,
2004,5,30,12,234.5,1.7,-5.1,22.8,20.5,24.7,45.2,298.82,902.15,-104.2,329,43.4,5899,,
2004,5,31,0,811.9,-3.1,-5.1,62.1,32.1,35.9,68,307.35,970.9,-8.6,5.1,98.9,5866,,
2004,5,31,12,150.7,5.6,-3.8,23.1,9.1,24.7,33.8,298.24,912.52,-231.9,2176.7,55.2,5890,,
2004,6,1,0,234,5.1,-4.5,38.1,19.5,24.3,43.8,299.76,981.04,-40.3,1885.2,57.4,5798,,
2004,6,1,12,223.6,0.1,-10.6,30.2,17.5,25.9,43.4,302.27,930.56,-51.5,3615.6,48.7,5820,,
2004,6,2,0,199.5,4.3,-4.5,27.8,17.5,24.3,41.8,297.98,952.62,-63.1,1554.8,51.4,5781,,
2004,6,2,12,185.3,-0.3,-9.9,24.2,15.7,23.5,39.2,300.76,946.21,-16.4,1734,42.4,5728,,
2004,6,3,0,228.4,1.8,-7.7,36.5,20.7,26.5,47.2,299.99,979.75,-3.7,23.8,48.4,5757,,
2004,6,3,12,180.3,6.6,-4.2,28.7,15.1,23.3,38.4,297.37,926.01,-22.4,2147.6,35.4,5767,,
2004,6,4,0,44.5,3.3,-4.1,21,8.3,30.9,39.2,296.54,995.13,-165.4,2453.1,41,5737,,
2004,6,4,12,193.5,4,-5,13.8,14.1,24.3,38.4,298.7,949.6,-22.5,56,40.8,5774,,
2004,6,5,0,232.6,5.2,-2.7,21.4,22.3,24.5,46.8,296.94,995.13,-23.1,27.7,51,5756,,
2004,6,5,12,231.1,-1.9,-10.9,34.1,23.9,25.1,49,299.21,918.75,-50.8,4885.7,55.7,5760,,
2004,6,6,0,345.4,2.2,-8.2,38.3,23.1,29.3,52.4,300.48,960.68,-18.9,12.1,61.8,5845,,
2004,6,6,12,253.9,6.8,-1.9,36.9,20.7,26.7,47.4,297.17,974.78,-159.9,101.9,61.8,5850,,
2004,6,7,0,227.9,7.9,-0.2,28.7,17.5,25.7,43.2,295.54,938.58,-261.3,51.2,52.3,5854,,
2004,6,7,12,216.3,5.3,-2.7,32.1,19.5,22.5,42,296.83,964.07,-30.7,498.8,50.5,5759,,
2004,6,8,0,403.6,1.1,-8.9,41.5,26.1,28.9,55,299.4,955.22,-43.9,2679.8,62.4,5856,,
2004,6,8,12,236,2.4,-6.5,30.4,21.3,23.9,45.2,298.5,940.81,-45.2,1408.1,50,5785,,
2004,6,9,0,216.1,2.9,-6.9,40.3,22.3,25.1,47.4,299.94,997.54,-0.2,3.6,63.3,5783,,
2004,6,9,12,208,3.6,-6.9,37.5,21.3,26.9,48.2,295.34,877.17,-76.6,90.9,32.1,5783,,
2004,6,10,0,195,4.8,-5.2,31.5,18.5,24.5,43,299.85,984.94,-17.9,2668.4,55.7,5831,,
2004,6,10,12,212.8,5.6,-5.5,31.5,17.9,24.5,42.4,297.33,879.54,-71.9,3012.4,45,5803,,
2004,6,11,0,133.2,3.9,-5.8,25.9,12.7,24.5,37.2,299.62,982.38,-20,2179.8,40.7,5814,,
2004,6,11,12,254,8.1,-0.6,35.3,18.9,24.5,43.4,291.42,833.26,-252.4,474.5,49.2,5834,,
2004,6,12,0,300.3,4.3,-5.3,39.1,21.5,22.1,43.6,299.59,979.78,-4,2463.4,71.5,5813,,
2004,6,12,12,456,8.5,-5.3,50.1,26.5,26.7,53.2,293.51,895.03,0,0,49.8,5813,,
2004,6,13,0,438.8,8,-4.1,44.9,23.1,23.7,46.8,298.95,949.99,7.1,0.4,71.4,5836,Prob,
2004,6,13,12,349.8,11.5,0.8,37.7,19.1,19.3,38.4,296.35,949.99,6,10.5,68,5823,Prob,
2004,6,14,0,343.2,10,-0.5,37.4,18.2,21.6,39.8,295.36,891.76,-118,918.5,63.6,5860,,
2004,6,14,12,361.6,10.3,-0.9,36.6,20.8,21.8,42.6,296.83,915.87,-89.9,1148.1,61.6,5872,,
2004,6,15,0,401.9,8.6,-0.3,50.5,25.7,25.7,51.4,297.56,974.72,-112.4,1.4,82.6,5867,,
2004,6,15,12,219.5,4.7,-2.7,35.1,23.7,25.5,49.2,290.98,903.82,-37.6,104.9,36.4,5709,,
2004,6,16,0,255.7,7.5,-1.5,40.1,20.5,23.5,44,298.33,995.1,-102.3,1233.1,71.2,5839,,
2004,6,16,12,298.9,7.2,-0.7,44.9,23.3,23.3,46.6,299.75,949.99,0,4197.1,74.8,5851,Prob,
2004,6,17,0,273.1,6.9,-4.6,42.7,21.1,24.7,45.8,297.92,923.43,-27,2794.4,62.8,5834,,
2004,6,17,12,294.9,2.8,-7.6,40.9,24.9,25.1,50,300.15,949.99,0,1155.3,58.1,5785,Prob,
2004,6,18,0,283.2,6.1,-6.3,43.3,20.7,24.3,45,299.8,930.79,-20.2,4714.2,66.6,5843,,
2004,6,18,12,266.1,8.7,-1.5,41.9,21.7,21.7,43.4,295.42,902.85,-40.8,1996.7,68.1,5806,,
2004,6,19,0,299.5,7.3,-4.3,43.9,22.3,22.5,44.8,298.28,920.85,-13.9,2841.3,72.2,5822,,
2004,6,19,12,301.9,7.7,-4.3,44.5,22.7,22.9,45.6,299.14,947.68,-0.1,2735.6,75.2,5808,,
2004,6,20,0,550.9,5.9,-4.3,55.7,28.5,28.5,57,300.94,947.65,-0.2,0.5,67.5,5808,,
2004,6,20,12,282.9,8.4,-1.5,39.7,19.5,22.9,42.4,294.67,880.36,-104.6,98.8,52,5808,,
2004,6,21,0,348.2,9.7,-0.5,37.2,19.6,22.2,41.8,295.29,888.93,-91.8,2243.2,57.8,5823,,
2004,6,21,12,296.7,8.1,-1.4,41.3,19.7,25.3,45,293.68,886.49,-150.7,1244.2,62.8,5828,,
2004,6,22,0,333.1,6.7,-3.8,45.5,22.3,25.5,47.8,295.42,880.11,-103.7,2990.4,63.8,5842,,
2004,6,22,12,298.2,2.8,-9.1,35.1,22.7,28.3,51,298.87,920.76,-14.6,6072.5,46.1,5823,,
2004,6,23,0,342.2,4.9,-6.4,40.3,23.7,26.7,50.4,297.46,907.83,-48.5,3176.8,53,5832,,
2004,6,23,12,277.4,4.2,-6.3,40.1,21.9,26.7,48.6,295.96,851.69,-149.3,2975.2,51.7,5831,,
2004,6,24,0,528.6,-0.7,-12,44.9,27.3,32.3,59.6,297.6,870.31,-111.9,5869.2,52.1,5847,,
2004,6,24,12,288.9,4,-3.2,37.3,23.1,28.9,52,288.35,801.09,-441.9,137,38.7,5797,,
2004,6,25,0,267.1,6.6,-1.6,40.1,19.1,26.7,45.8,296.26,944.32,-177.6,1000.4,66.8,5845,,
2004,6,25,12,182.7,6.7,-2.2,31.5,17.1,25.1,42.2,292.69,872.01,-102,269.5,38.8,5795,,
2004,6,26,0,241.9,0.1,-8.6,40.5,23.1,26.5,49.6,298.43,966.54,-35.3,3232.4,56.5,5765,,
2004,6,26,12,241.3,6,-5.5,29.5,18.1,23.3,41.4,298.04,891.04,-54,2270.7,50.1,5842,,
2004,6,27,0,231.7,5.9,-3.5,37.5,18.9,26.9,45.8,298.8,979.84,-136.1,3069.1,57.8,5840,,
2004,6,27,12,277.7,4.8,-5.9,41.2,21.2,26.8,48,296.38,823.4,-227.1,6126.6,55.3,5890,,
2004,6,28,0,354.9,3.6,-6.5,45.1,24.5,28.7,53.2,299.99,979.75,-94.2,5209,78,5854,,
2004,6,28,12,267.7,7.6,-1.9,42.3,22.3,24.3,46.6,293.63,877.72,-120.3,49.4,58.5,5829,,
2004,6,29,0,255.7,7.9,-2,42.5,19.5,26.9,46.4,298.83,982.44,-185.6,1838.5,75.2,5894,,
2004,6,29,12,359.2,4.6,-8.7,49.3,25.9,26.1,52,301.55,949.99,6.4,6758,74.2,5819,Prob,
2004,6,30,0,205.1,5.5,-6.5,35.9,18.3,26.3,44.6,298.98,928.37,-22.4,4400.5,51.1,5804,,
2004,6,30,12,202.2,5.9,-4.5,34.7,18.9,26.7,45.6,295.53,877.12,-113.8,3134.1,51.8,5806,,
2004,7,1,0,251.7,6.3,-4,40.1,20.3,25.5,45.8,300.24,983.94,-78.3,3415.8,70.9,5843,,
2004,7,1,12,291.2,4.3,-9.4,37.9,23.3,24.3,47.6,302.54,947.65,-0.1,8760.3,61.8,5813,,
2004,7,2,0,257.1,3.7,-9.3,43.1,22.5,25.7,48.2,300.94,947.65,-0.5,7433.1,66.8,5822,,
2004,7,2,12,295.2,5.2,-6.4,44.7,23.3,25.3,48.6,298.2,915.68,-19.2,4807.1,64.4,5802,,
2004,7,3,0,280.6,6.9,-3.7,36.1,20.5,23.7,44.2,296.24,915.96,-26.1,2995,52.9,5790,,
2004,7,3,12,312.2,6.9,-5.4,39.5,21.5,21.7,43.2,299.74,947.68,-0.1,4488.1,68,5776,,
2004,7,4,0,312.3,8.8,-2.3,37.7,21.1,21.1,42.2,297.33,945.37,-0.4,2167.6,61.4,5791,,
2004,7,4,12,321,4.9,-7.7,36.9,22.3,24.5,46.8,300.54,947.65,-0.1,3197.7,54.7,5791,,
2004,7,5,0,302,6.4,-3.6,40.3,22.5,24.7,47.2,299.4,979.78,-64.6,0.8,74.4,5882,,
2004,7,5,12,267.4,3.6,-5.8,35.9,20.3,23.9,44.2,298.84,925.28,-67.7,4627.8,64.9,5861,,
2004,7,6,0,319.4,6.5,-3.8,44.9,22.3,26.5,48.8,299.56,977.16,-129,2390.3,82.6,5900,,
2004,7,6,12,326.6,7.8,-3.8,44.3,22.9,22.9,45.8,296.71,947.16,0,0,63,5926,,
2004,7,7,0,294.8,3.6,-6,44.5,24.3,24.5,48.8,299.4,979.78,-15.5,4719.2,75.7,5817,,
2004,7,7,12,263.3,2.7,-7,36.3,19.5,25.1,44.6,299.34,952.35,-24.9,5171,58.1,5830,,
2004,7,8,0,357.9,6.8,-2.7,47.1,24.7,24.9,49.6,298.46,985.03,-72.5,1653.6,84.7,5860,,
2004,7,8,12,328.8,5.5,-4.4,39.5,20.9,23.1,44,299.34,952.35,-34.8,2798.5,67.6,5859,,
2004,7,9,0,339.1,5.8,-3.2,42.7,24.5,24.9,49.4,297.82,979.93,-68.2,3.8,76.3,5844,,
2004,7,9,12,315.7,6.1,-2.8,40.7,20.7,25.7,46.4,297.11,912.95,-198.6,1927.2,76.2,5901,,
2004,7,10,0,263.8,5.9,-1.8,38.9,19.5,25.5,45,295.54,938.58,-148.6,916.7,61.8,5830,,
2004,7,10,12,266.1,7.8,-2.3,36.5,18.7,25.7,44.4,294.86,880.31,-124.2,2622.4,46.8,5845,,
2004,7,11,0,388.9,6.5,-2.5,46.7,24.9,27.1,52,297.65,966.66,-181.7,1533.9,78,5874,,
2004,7,11,12,216.2,6.2,-4.5,34.3,19.5,24.7,44.2,296.13,899.94,-56.5,1750,46.7,5837,,
2004,7,12,0,272.4,7.7,-0.6,40.1,22.5,23.7,46.2,296.87,966.78,-102,748.9,67.5,5840,,
2004,7,12,12,211.4,3.4,-5.3,34.5,20.9,21.5,42.4,298.41,979.87,-9.2,1117.6,60,5774,,
2004,7,13,0,266.1,6,-3.5,39.3,22.9,23.9,46.8,299.08,987.56,-31.1,2405.6,68.4,5837,,
2004,7,13,12,293.1,6.9,-6.3,42.5,22.3,22.7,45,301.15,949.99,0,6565.5,72.2,5856,Prob,
2004,7,14,0,281.1,7,-5.8,37.5,22.1,22.1,44.2,300.14,947.68,-0.1,5800.3,65.2,5854,,
2004,7,14,12,282.1,6.7,-5.3,40.3,21.3,22.1,43.4,298.97,915.54,-12.3,5844.9,64.7,5835,,
2004,7,15,0,322,6.6,-6.9,46.5,23.9,23.9,47.8,301.55,949.99,6.2,7040.6,80.2,5877,Prob,
2004,7,15,12,303,7.7,-3.5,40.7,21.9,22.9,44.8,297.26,918.4,-14.4,0.1,65.6,5823,,
2004,7,16,0,398.7,10.7,-0.1,38.7,21.1,21.1,42.2,296.31,940.7,-1.4,2,60.7,5831,,
2004,7,16,12,364.9,5.4,-6.3,45.9,25.3,25.3,50.6,298.24,933.37,-7.3,4921,67.2,5844,,
2004,7,17,0,343.9,3,-6.3,40.5,24.7,25.1,49.8,298.8,979.84,-9.9,3764.4,66.1,5812,,
2004,7,17,12,316.1,4.2,-4.7,42.1,23.1,23.1,46.2,297.77,934.95,-50.8,4312.6,75.4,5853,,
2004,7,18,0,331.2,8.3,-1.1,41.3,20.1,24.1,44.2,298.15,961.07,-120.5,7.5,77.3,5890,,
2004,7,18,12,311.2,9,-1.5,29.9,21.1,21.1,42.2,298.75,950.01,0,0,52.9,5845,Prob,
2004,7,19,0,272.8,5.3,-7.7,33.9,20.7,23.5,44.2,295.55,949.99,0,1451.5,47.1,5717,Prob,
2004,7,19,12,586.3,-1.6,-7.7,52.1,30.1,30.1,60.2,302.12,945.26,-0.3,757.3,65.9,5717,,
2004,7,20,0,324.7,4,-8.1,44.5,23.7,25.7,49.4,299.51,942.96,-3.6,6640.9,60.4,5793,,
2004,7,20,12,380.1,7.5,-5.4,5.9,24,25.2,49.2,298.62,867.48,-63.2,335.1,47.4,5836,,
2004,7,21,0,308.3,6.3,-4.7,32,24.5,25.1,49.6,294.75,884.47,-23.1,820.5,36.9,5764,,
2004,7,21,12,242.1,9.1,-0.5,31.3,22.1,22.7,44.8,291.65,866.52,-70.2,66.6,37.5,5745,,
2004,7,22,0,233.6,7.1,-1,35.1,20.7,23.5,44.2,296.66,982.62,-69.4,150.5,59.3,5824,,
2004,7,22,12,226.9,10.9,1.6,16.2,19.3,21.1,40.4,291.53,890.1,0,0,40.2,5740,,
2004,7,23,0,251.5,5.6,-3.4,36.5,20.7,22.7,43.4,298.21,979.9,-12.5,3216.8,63,5820,,
2004,7,23,12,245.8,13.9,3.9,30.9,17.1,17.7,34.8,292.94,916.09,-1.3,0.5,50,5771,,
2004,7,24,0,229.3,3.7,-5.2,36.1,21.1,22.7,43.8,298.44,982.47,-3.6,4105,61,5786,,
2004,7,24,12,282.8,0,-8.5,42.3,24.9,25.5,50.4,298.12,949.72,-30,4959.1,59.5,5748,,
2004,7,25,0,290.2,6.8,-2.6,41.1,23.9,23.9,47.8,298.44,982.47,-93.8,2750,77.1,5872,,
2004,7,25,12,254.3,7.9,-2.6,37.1,21.3,25.3,46.6,293.57,874.17,-77.6,1412.3,45.4,5768,,
2004,7,26,0,210.6,3.5,-5.5,32.9,19.9,24.1,44,298.68,987.59,-11.8,2725.7,57.5,5800,,
2004,7,26,12,274.6,7,-3.1,40.5,21.7,23.7,45.4,295.23,894.62,-48.2,1044.4,58.7,5807,,
2004,7,27,0,322,6.1,-5.6,44.9,24.7,24.7,49.4,298.48,938.23,-10,4248.1,64.6,5834,,
2004,7,27,12,285.7,8.8,-1.9,37.4,18.8,23.2,42,295.97,885.83,-98.2,0.1,59.5,5867,,
2004,7,28,0,303.7,8.1,-3.3,39.9,20.9,20.9,41.8,297.94,947.68,-0.1,976.9,64.1,5815,,
2004,7,28,12,325.8,7.2,-4.7,39.1,22.3,23.1,45.4,298.74,947.68,-0.2,32.1,61,5842,,
2004,7,29,0,300.1,9.3,-0.2,41.4,20,21.4,41.4,298.71,992.6,-55.2,2091.1,77.2,5872,,
2004,7,29,12,325.7,6.9,-4.3,43.9,23.3,24.5,47.8,297.57,926.01,-24.6,3214.8,66.9,5813,,
2004,7,30,0,304.4,7.9,-2.7,42.3,21.7,21.7,43.4,299.55,999.98,0,2,82.2,5824,Prob,
2004,7,30,12,315.5,8.7,-3.1,44.1,22.5,22.9,45.4,297.5,920.95,-17.6,3540.4,69.9,5897,,
2004,7,31,0,275.6,3.9,-5.6,38.1,22.3,23.9,46.2,299.4,979.78,-5.3,2799.5,64.9,5806,,
2004,7,31,12,186.9,1,-10.9,22.2,20.9,24.9,45.8,299.54,947.68,-0.1,6001.3,45.5,5763,,
2004,8,1,0,287.7,4.1,-5.9,41.5,24.5,25.7,50.2,298.94,972.6,-45.9,4011.3,68.3,5901,,
2004,8,1,12,297.5,6.2,-4.9,44.7,23.3,25.1,48.4,297.35,902.44,-48.1,5334,67.9,5810,,
2004,8,2,0,288.9,8,-3.8,41.1,21.7,21.9,43.6,298.66,935.79,-3.1,2994.2,63.1,5815,,
2004,8,2,12,330.6,9.4,-1.6,38.4,20.6,20.6,41.2,297.1,920.98,-7.8,336.5,64,5802,,
2004,8,3,0,289.4,8,-2.6,35.7,20.1,23.5,43.6,295.77,923.7,-45.4,2562.8,50.7,5842,,
2004,8,3,12,367.2,7.2,0.7,44.4,22.8,22.8,45.6,301.15,949.99,0,5265.8,74.6,5827,Prob,
2004,8,4,0,322,7.6,-1.2,38.5,21.1,21.1,42.2,298.75,950.01,0,0,62,5806,Prob,
2004,8,4,12,310.5,7.6,-3.1,38.9,21.1,23.1,44.2,296.58,926.12,-11.8,3313.4,59,5790,,
2004,8,5,0,325.7,6.4,-2.7,44.1,23.1,23.1,46.2,299.75,949.99,0,1568.5,72.3,5838,Prob,
2004,8,5,12,290.5,8.8,-2.5,40.3,21.1,21.1,42.2,297.35,949.99,0,2463.3,64.5,5800,Prob,
2004,8,6,0,266.1,7.8,-2.5,42.3,22.3,22.5,44.8,298.35,949.99,0,130.5,48.8,5800,Prob,
